yeardraft,nameplayer,idplayer
2009,Nick Calathes,201979
2009,Danny Green,201980
2009,Henk Norel,201994
2009,Taylor Griffin,201981
2009,Sergiy Gladyr,201982
2009,Goran Suton,201983
2009,Jack McClinton,201984
2009,AJ Price,201985
2009,Nando De Colo,201986
2009,Robert Vaden,201987
2009,Patty Mills,201988
2009,Ahmad Nivins,201989
2009,Emir Preldzic,201990
2009,Lester Hudson,201991
2009,Chinemelu Elonu,201992
2009,Robert Dozier,201993
2008,Derrick Rose,201565
2008,Michael Beasley,201563
2008,O.J. Mayo,201564
2008,Russell Westbrook,201566
2008,Kevin Love,201567
2008,Danilo Gallinari,201568
2008,Eric Gordon,201569
2008,Joe Alexander,201570
2008,D.J. Augustin,201571
2008,Brook Lopez,201572
2008,Jerryd Bayless,201573
2008,Jason Thompson,201574
2008,Brandon Rush,201575
2008,Anthony Randolph,201576
2008,Robin Lopez,201577
2008,Marreese Speights,201578
2008,Roy Hibbert,201579
2008,JaVale McGee,201580
2008,JJ Hickson,201581
2008,Alexis Ajinca,201582
2008,Ryan Anderson,201583
2008,Courtney Lee,201584
2008,Kosta Koufos,201585
2008,Serge Ibaka,201586
2008,Nicolas Batum,201587
2008,George Hill,201588
2008,Darrell Arthur,201589
2008,Donte Greene,201590
2008,DJ White,201591
2008,J.R. Giddens,201592
2008,Nikola Pekovic,201593
2008,Walter Sharpe,201594
2008,Joey Dorsey,201595
2008,Mario Chalmers,201596
2008,DeAndre Jordan,201599
2008,Omer Asik,201600
2008,Luc Mbah a Moute,201601
2008,Kyle Weaver,201602
2008,Sonny Weems,201603
2008,Chris Douglas-Roberts,201604
2008,Nathan Jawai,201605
2008,Sean Singletary,201606
2008,Patrick Ewing,201607
2008,Ante Tomic,201608
2008,Goran Dragic,201609
2008,Trent Plaisted,201610
2008,Henry Walker,201611
2008,Malik Hairston,201612
2008,Richard Hendrix,201613
2008,DeVon Hardin,201614
2008,Shan Foster,201615
2008,Darnell Jackson,201616
2008,Tadija Dragicevic,201617
2008,Maarty Leunen,201618
2008,Mike Taylor,201446
2008,Sasha Kaun,201619
2008,James Gist,201620
2008,Joe Crawford,201621
2008,Deron Washington,201622
2008,Semih Erden,201623
2007,Greg Oden,201141
2007,Kevin Durant,201142
2007,Al Horford,201143
2007,Mike Conley,201144
2007,Jeff Green,201145
2007,Yi Jianlian,201146
2007,Corey Brewer,201147
2007,Brandan Wright,201148
2007,Joakim Noah,201149
2007,Spencer Hawes,201150
2007,Acie Law,201151
2007,Thaddeus Young,201152
2007,Julian Wright,201153
2007,Al Thornton,201154
2007,Rodney Stuckey,201155
2007,Nick Young,201156
2007,Sean Williams,201157
2007,Marco Belinelli,201158
2007,Javaris Crittenton,201159
2007,Jason Smith,201160
2007,Daequan Cook,201161
2007,Jared Dudley,201162
2007,Wilson Chandler,201163
2007,Rudy Fernandez,201164
2007,Morris Almond,201165
2007,Aaron Brooks,201166
2007,Arron Afflalo,201167
2007,Tiago Splitter,201168
2007,Alando Tucker,201169
2007,Petteri Koponen,201170
2007,Carl Landry,201171
2007,Gabe Pruitt,201172
2007,Marcus Williams,201173
2007,Nick Fazekas,201174
2007,Glen Davis,201175
2007,Jermareo Davidson,201176
2007,Josh McRoberts,201177
2007,Kyrylo Fesenko,201178
2007,Stanko Barac,201179
2007,Sun Sun,201180
2007,Chris Richard,201181
2007,Derrick Byars,201182
2007,Adam Haluska,201183
2007,Reyshawn Terry,201184
2007,Jared Jordan,201185
2007,Stephane Lasme,201186
2007,Dominic McGuire,201187
2007,Marc Gasol,201188
2007,Aaron Gray,201189
2007,Renaldas Seibutis,201190
2007,JamesOn Curry,201191
2007,Taurean Green,201192
2007,Demetris Nichols,201193
2007,Brad Newley,201194
2007,Herbert Hill,201195
2007,Ramon Sessions,201196
2007,Sammy Mejia,201197
2007,Giorgos Printezis,201198
2007,DJ Strawberry,201199
2007,Milovan Rakovic,201200
2006,Andrea Bargnani,200745
2006,LaMarcus Aldridge,200746
2006,Adam Morrison,200747
2006,Tyrus Thomas,200748
2006,Shelden Williams,200749
2006,Brandon Roy,200750
2006,Randy Foye,200751
2006,Rudy Gay,200752
2006,Patrick O'Bryant,200753
2006,Mouhamed Sene,200754
2006,JJ Redick,200755
2006,Hilton Armstrong,200756
2006,Thabo Sefolosha,200757
2006,Ronnie Brewer,200758
2006,Cedric Simmons,200759
2006,Rodney Carney,200760
2006,Shawne Williams,200761
2006,Oleksiy Pecherov,200762
2006,Quincy Douby,200763
2006,Renaldo Balkman,200764
2006,Rajon Rondo,200765
2006,Marcus Williams,200766
2006,Josh Boone,200767
2006,Kyle Lowry,200768
2006,Shannon Brown,200769
2006,Jordan Farmar,200770
2006,Sergio Rodriguez,200771
2006,Maurice Ager,200772
2006,Mardy Collins,200776
2006,Joel Freeland,200777
2006,James White,200778
2006,Steve Novak,200779
2006,Solomon Jones,200780
2006,Paul Davis,200781
2006,P.J. Tucker,200782
2006,Craig Smith,200783
2006,Bobby Jones,200784
2006,Kosta Perovic,200785
2006,David Noel,200786
2006,Denham Brown,200787
2006,James Augustine,200788
2006,Daniel Gibson,200789
2006,Marcus Vinicius,200790
2006,Lior Eliyahu,200791
2006,Alexander Johnson,200792
2006,Dee Brown,200793
2006,Paul Millsap,200794
2006,Vladimir Veremeenko,200795
2006,Leon Powe,200796
2006,Ryan Hollins,200797
2006,Cheikh Samb,200798
2006,Guillermo Diaz,200799
2006,Yotam Halperin,200800
2006,Hassan Adams,200801
2006,Ejike Ugboaja,200802
2006,Edin Bavcic,200803
2006,Loukas Mavrokefalidis,200804
2006,JR Pinnock,200805
2006,Damir Markota,200806
2006,Will Blalock,200807
2005,Andrew Bogut,101106
2005,Marvin Williams,101107
2005,Deron Williams,101114
2005,Chris Paul,101108
2005,Raymond Felton,101109
2005,Martell Webster,101110
2005,Charlie Villanueva,101111
2005,Channing Frye,101112
2005,Ike Diogu,101113
2005,Andrew Bynum,101115
2005,Fran Vazquez,101116
2005,Yaroslav Korolev,101117
2005,Sean May,101118
2005,Rashad McCants,101119
2005,Antoine Wright,101120
2005,Joey Graham,101121
2005,Danny Granger,101122
2005,Gerald Green,101123
2005,Hakim Warrick,101124
2005,Julius Hodge,101125
2005,Nate Robinson,101126
2005,Jarrett Jack,101127
2005,Francisco Garcia,101128
2005,Luther Head,101129
2005,Johan Petro,101130
2005,Jason Maxiell,101131
2005,Linas Kleiza,101132
2005,Ian Mahinmi,101133
2005,Wayne Simien,101134
2005,David Lee,101135
2005,Salim Stoudamire,101136
2005,Daniel Ewing,101137
2005,Brandon Bass,101138
2005,CJ Miles,101139
2005,Ricky Sanchez,101140
2005,Ersan Ilyasova,101141
2005,Ronny Turiaf,101142
2005,Travis Diener,101143
2005,Von Wafer,101144
2005,Monta Ellis,101145
2005,Roko Ukic,101146
2005,Chris Taft,101147
2005,Mile Ilic,101148
2005,Martynas Andriuskevicius,101149
2005,Lou Williams,101150
2005,Erazem Lorbek,101151
2005,Bracey Wright,101152
2005,Mickael Gelabale,101153
2005,Andray Blatche,101154
2005,Ryan Gomes,101155
2005,Robert Whaley,101156
2005,Axel Hervelle,101157
2005,Orien Greene,101158
2005,Dijon Thompson,101159
2005,Lawrence Roberts,101160
2005,Amir Johnson,101161
2005,Marcin Gortat,101162
2005,Uros Slokar,101166
2005,Cenk Akyol,101164
2005,Alex Acker,101165
2004,Dwight Howard,2730
2004,Emeka Okafor,2731
2004,Ben Gordon,2732
2004,Shaun Livingston,2733
2004,Devin Harris,2734
2004,Josh Childress,2735
2004,Luol Deng,2736
2004,Rafael Araujo,2737
2004,Andre Iguodala,2738
2004,Luke Jackson,2739
2004,Andris Biedrins,2740
2004,Robert Swift,2741
2004,Sebastian Telfair,2742
2004,Kris Humphries,2743
2004,Al Jefferson,2744
2004,Kirk Snyder,2745
2004,Josh Smith,2746
2004,JR Smith,2747
2004,Dorell Wright,2748
2004,Jameer Nelson,2749
2004,Pavel Podkolzin,2750
2004,Viktor Khryapa,2751
2004,Sergei Monia,2752
2004,Delonte West,2753
2004,Tony Allen,2754
2004,Kevin Martin,2755
2004,Sasha Vujacic,2756
2004,Beno Udrih,2757
2004,David Harrison,2758
2004,Anderson Varejao,2760
2004,Jackson Vroman,2761
2004,Peter John Ramos,2762
2004,Lionel Chalmers,2763
2004,Donta Smith,2764
2004,Andre Emmett,2765
2004,Antonio Burks,2766
2004,Royal Ivey,2767
2004,Chris Duhon,2768
2004,Albert Miralles,2769
2004,Justin Reed,2770
2004,David Young,2801
2004,Viktor Sanikidze,2771
2004,Trevor Ariza,2772
2004,Tim Pickett,2773
2004,Bernard Robinson,2774
2004,Ha Ha,2775
2004,Pape Sow,2776
2004,Ricky Minard,2777
2004,Sergei Lishouk,2778
2004,Vassilis Spanoulis,2779
2004,Christian Drejer,2780
2004,Romain Sato,2781
2004,Matt Freije,2782
2004,Rickey Paulding,2783
2004,Luis Flores,2784
2004,Marcus Douthit,2785
2004,Sergei Karaulov,2807
2004,Blake Stepp,2786
2004,Rashad Wright,2787
2003,LeBron James,2544
2003,Darko Milicic,2545
2003,Carmelo Anthony,2546
2003,Chris Bosh,2547
2003,Dwyane Wade,2548
2003,Chris Kaman,2549
2003,Kirk Hinrich,2550
2003,T.J. Ford,2551
2003,Michael Sweetney,2552
2003,Jarvis Hayes,2553
2003,Mickael Pietrus,2554
2003,Nick Collison,2555
2003,Marcus Banks,2556
2003,Luke Ridnour,2557
2003,Reece Gaines,2558
2003,Troy Bell,2559
2003,Zarko Cabarkapa,2560
2003,David West,2561
2003,Sasha Pavlovic,2562
2003,Dahntay Jones,2563
2003,Boris Diaw,2564
2003,Zoran Planinic,2565
2003,Travis Outlaw,2566
2003,Brian Cook,2567
2003,Carlos Delfino,2568
2003,Ndudi Ebi,2569
2003,Kendrick Perkins,2570
2003,Leandro Barbosa,2571
2003,Josh Howard,2572
2003,Maciej Lampe,2573
2003,Jason Kapono,2574
2003,Luke Walton,2575
2003,Jerome Beasley,2602
2003,Sofoklis Schortsanitis,2577
2003,Szymon Szewczyk,2578
2003,Mario Austin,2579
2003,Travis Hansen,2580
2003,Steve Blake,2581
2003,Slavko Vranes,2582
2003,Derrick Zimmerman,2583
2003,Willie Green,2584
2003,Zaza Pachulia,2585
2003,Keith Bogans,2586
2003,Malick Badiane,2587
2003,Matt Bonner,2588
2003,Sani Becirovic,2589
2003,Mo Williams,2590
2003,James Lang,2591
2003,James Jones,2592
2003,Paccelis Morlende,2593
2003,Kyle Korver,2594
2003,Remon Van de Hare,2595
2003,Tommy Smith,2596
2003,Nedzad Sinanovic,2597
2003,Rick Rickert,2598
2003,Brandon Hunter,2599
2003,Xue Yuyang,2600
2003,Andreas Glyniadakis,2601
2002,Yao Ming,2397
2002,Jay Williams,2398
2002,Mike Dunleavy,2399
2002,Drew Gooden,2400
2002,Nikoloz Tskitishvili,2401
2002,Dajuan Wagner,2402
2002,Nene,2403
2002,Chris Wilcox,2404
2002,Amar'e Stoudemire,2405
2002,Caron Butler,2406
2002,Jared Jeffries,2407
2002,Melvin Ely,2408
2002,Marcus Haislip,2409
2002,Fred Jones,2410
2002,Bostjan Nachbar,2411
2002,Jiri Welsch,2412
2002,Juan Dixon,2413
2002,Curtis Borchardt,2414
2002,Ryan Humphrey,2415
2002,Kareem Rush,2416
2002,Qyntel Woods,2417
2002,Casey Jacobsen,2418
2002,Tayshaun Prince,2419
2002,Nenad Krstic,2420
2002,Frank Williams,2421
2002,John Salmons,2422
2002,Chris Jefferies,2423
2002,Dan Dickau,2424
2002,Steve Logan,2426
2002,Roger Mason Jr.,2427
2002,Robert Archibald,2425
2002,Vincent Yarbrough,2428
2002,Dan Gadzuric,2429
2002,Carlos Boozer,2430
2002,Milos Vujanic,2525
2002,David Andersen,2431
2002,Tito Maddox,2432
2002,Rod Grizzard,2433
2002,Juan Carlos Navarro,2434
2002,Mario Kasun,2435
2002,Flip Murray,2436
2002,Jason Jennings,2438
2002,Lonny Baxter,2437
2002,Sam Clancy,2439
2002,Matt Barnes,2440
2002,Jamal Sampson,2441
2002,Chris Owens,2442
2002,Peter Fehse,2526
2002,Darius Songaila,2443
2002,Federico Kammerichs,2444
2002,Marcus Taylor,2445
2002,Rasual Butler,2446
2002,Tamar Slay,2447
2002,Mladen Sekularac,2448
2002,Luis Scola,2449
2002,Randy Holcomb,2450
2002,Corsley Edwards,2451
2001,Kwame Brown,2198
2001,Tyson Chandler,2199
2001,Pau Gasol,2200
2001,Eddy Curry,2201
2001,Jason Richardson,2202
2001,Shane Battier,2203
2001,Eddie Griffin,2204
2001,DeSagana Diop,2205
2001,Rodney White,2206
2001,Joe Johnson,2207
2001,Kedrick Brown,2208
2001,Vladimir Radmanovic,2209
2001,Richard Jefferson,2210
2001,Troy Murphy,2211
2001,Steven Hunter,2212
2001,Kirk Haston,2213
2001,Michael Bradley,2214
2001,Jason Collins,2215
2001,Zach Randolph,2216
2001,Brendan Haywood,2217
2001,Joseph Forte,2218
2001,Jeryl Sasser,2219
2001,Brandon Armstrong,2220
2001,Raul Lopez,2221
2001,Gerald Wallace,2222
2001,Samuel Dalembert,2223
2001,Jamaal Tinsley,2224
2001,Tony Parker,2225
2001,Trenton Hassell,2239
2001,Gilbert Arenas,2240
2001,Omar Cook,2241
2001,Will Solomon,2226
2001,Terence Morris,2242
2001,Brian Scalabrine,2243
2001,Jeff Trepagnier,2244
2001,Damone Brown,2245
2001,Mehmet Okur,2246
2001,Michael Wright,2247
2001,Earl Watson,2248
2001,Jamison Brewer,2249
2001,Bobby Simmons,2250
2001,Eric Chenowith,2251
2001,Kyle Hill,2252
2001,Sean Lampley,2253
2001,Loren Woods,2254
2001,Ousmane Cisse,2255
2001,Antonis Fotsis,2238
2001,Ken Johnson,2256
2001,Ruben Boumtje-Boumtje,2257
2001,Alton Ford,2228
2001,Andre Hutson,2259
2001,Jarron Collins,2260
2001,Kenny Satterfield,2261
2001,Maurice Jeffers,2262
2001,Robertas Javtokas,2263
2001,Alvin Jones,2264
2001,Bryan Bracey,2265
2000,Kenyon Martin,2030
2000,Stromile Swift,2031
2000,Darius Miles,2032
2000,Marcus Fizer,2033
2000,Mike Miller,2034
2000,DerMarr Johnson,2035
2000,Chris Mihm,2036
2000,Jamal Crawford,2037
2000,Joel Przybilla,2038
2000,Keyon Dooling,2039
2000,Jerome Moiso,2040
2000,Etan Thomas,2041
2000,Courtney Alexander,2042
2000,Mateen Cleaves,2043
2000,Jason Collier,2044
2000,Hedo Turkoglu,2045
2000,Desmond Mason,2046
2000,Quentin Richardson,2047
2000,Jamaal Magloire,2048
2000,Speedy Claxton,2049
2000,Morris Peterson,2050
2000,Donnell Harvey,2051
2000,DeShawn Stevenson,2052
2000,Dalibor Bagaric,2053
2000,Jake Tsakalidis,2054
2000,Mamadou N'diaye,2055
2000,Primoz Brezec,2056
2000,Erick Barkley,2057
2000,Mark Madsen,2058
2000,Marko Jaric,2060
2000,Dan Langhi,2061
2000,A.J. Guyton,2062
2000,Jake Voskuhl,2063
2000,Khalid El-Amin,2064
2000,Mike Smith,2065
2000,Soumaila Samake,2066
2000,Eddie House,2067
2000,Eduardo Najera,2059
2000,Lavor Postell,2068
2000,Hanno Mottola,2069
2000,Chris Carrawell,2070
2000,Olumide Oyedeji,2071
2000,Michael Redd,2072
2000,Brian Cardinal,2073
2000,Jabari Smith,2074
2000,DeeAndre Hulett,2075
2000,Josip Sesar,2076
2000,Mark Karcher,2077
2000,Jason Hart,2078
2000,Kaniel Dickens,2079
2000,Igor Rakocevic,2080
2000,Ernest Brown,2081
2000,Dan McClintock,2082
2000,Cory Hightower,2083
2000,Chris Porter,2084
2000,Jaquay Walls,2085
2000,Scoonie Penn,2086
2000,Pete Mickeal,2087
1999,Elton Brand,1882
1999,Steve Francis,1883
1999,Baron Davis,1884
1999,Lamar Odom,1885
1999,Jonathan Bender,1886
1999,Wally Szczerbiak,1887
1999,Richard Hamilton,1888
1999,Andre Miller,1889
1999,Shawn Marion,1890
1999,Jason Terry,1891
1999,Trajan Langdon,1892
1999,Aleksandar Radojevic,1893
1999,Corey Maggette,1894
1999,William Avery,1895
1999,Frederic Weis,1896
1999,Metta World Peace,1897
1999,Cal Bowdler,1898
1999,James Posey,1899
1999,Quincy Lewis,1900
1999,Dion Glover,1901
1999,Jeff Foster,1902
1999,Kenny Thomas,1903
1999,Devean George,1904
1999,Andrei Kirilenko,1905
1999,Tim James,1906
1999,Vonteego Cummings,1907
1999,Jumaine Jones,1908
1999,Scott Padgett,1909
1999,Leon Smith,1910
1999,John Celestand,1911
1999,Rico Hill,1912
1999,Michael Ruffin,1913
1999,Chris Herren,1914
1999,Evan Eschmeyer,1915
1999,Calvin Booth,1916
1999,Wang Zhi-zhi,1917
1999,Obinna Ekezie,1918
1999,Laron Profit,1919
1999,A.J. Bramlett,1920
1999,Gordan Giricek,1921
1999,Francisco Elson,1922
1999,Louis Bullock,1923
1999,Lee Nailon,1924
1999,Tyrone Washington,1925
1999,Ryan Robertson,1926
1999,J.R. Koch,1927
1999,Todd MacCulloch,1928
1999,Galen Young,1929
1999,Lari Ketner,1930
1999,Venson Hamilton,1931
1999,Antwain Smith,1932
1999,Roberto Bergersen,1933
1999,Rodney Buford,1934
1999,Melvin Levett,1935
1999,Kris Clack,1936
1999,Tim Young,1937
1999,Manu Ginobili,1938
1999,Eddie Lucas,1939
1998,Michael Olowokandi,1709
1998,Mike Bibby,1710
1998,Raef LaFrentz,1711
1998,Antawn Jamison,1712
1998,Vince Carter,1713
1998,Robert Traylor,1714
1998,Jason Williams,1715
1998,Larry Hughes,1716
1998,Dirk Nowitzki,1717
1998,Paul Pierce,1718
1998,Bonzi Wells,1719
1998,Michael Doleac,1720
1998,Keon Clark,1721
1998,Michael Dickerson,1722
1998,Matt Harpring,1723
1998,Bryce Drew,1724
1998,Rasho Nesterovic,1725
1998,Mirsad Turkcan,1726
1998,Pat Garrity,1727
1998,Roshown McLeod,1728
1998,Ricky Davis,1729
1998,Brian Skinner,1730
1998,Tyronn Lue,1731
1998,Felipe Lopez,1732
1998,Al Harrington,1733
1998,Sam Jacobson,1734
1998,Vladimir Stepania,1735
1998,Corey Benjamin,1736
1998,Nazr Mohammed,1737
1998,Ansu Sesay,1738
1998,Ruben Patterson,1739
1998,Rashard Lewis,1740
1998,Jelani McCoy,1741
1998,Shammond Williams,1742
1998,Bruno Sundov,1743
1998,Jerome James,1744
1998,Casey Shaw,1745
1998,DeMarco Johnson,1746
1998,Rafer Alston,1747
1998,Korleone Young,1748
1998,Cuttino Mobley,1749
1998,Miles Simon,1750
1998,Jahidi White,1751
1998,Sean Marks,1752
1998,Toby Bailey,1753
1998,Andrae Patterson,1754
1998,Tyson Wheeler,1755
1998,Ryan Stack,1756
1998,Cory Carr,1757
1998,Andrew Betts,1758
1998,Corey Brewer,1759
1998,Derrick Dial,1760
1998,Greg Buckner,1761
1998,Tremaine Fowlkes,1762
1998,Ryan Bowen,1763
1998,J.R. Henderson,1764
1998,Torraye Braggs,1765
1998,Maceo Baston,1766
1997,Tim Duncan,1495
1997,Keith Van Horn,1496
1997,Chauncey Billups,1497
1997,Antonio Daniels,1498
1997,Tony Battie,1499
1997,Ron Mercer,1500
1997,Tim Thomas,1501
1997,Adonal Foyle,1502
1997,Tracy McGrady,1503
1997,Danny Fortson,1504
1997,Tariq Abdul-Wahad,1505
1997,Austin Croshere,1506
1997,Derek Anderson,1507
1997,Maurice Taylor,1508
1997,Kelvin Cato,1509
1997,Brevin Knight,1510
1997,Johnny Taylor,1511
1997,Chris Anstey,1512
1997,Scot Pollard,1513
1997,Paul Grant,1514
1997,Anthony Parker,1515
1997,Ed Gray,1516
1997,Bobby Jackson,1517
1997,Rodrick Rhodes,1518
1997,John Thomas,1519
1997,Charles Smith,1520
1997,Jacque Vaughn,1521
1997,Keith Booth,1522
1997,Serge Zwikker,1523
1997,Mark Sanford,1524
1997,Charles O'Bannon,1525
1997,James Cotton,1526
1997,Marko Milic,1527
1997,Bubba Wells,1528
1997,Kebu Stewart,1529
1997,James Collins,1530
1997,Marc Jackson,1531
1997,Jerald Honeycutt,1532
1997,Anthony Johnson,1533
1997,Eddie Elisma,1534
1997,Jason Lawson,1535
1997,Stephen Jackson,1536
1997,Gordon Malone,1537
1997,Cedric Henderson,1538
1997,God Shammgod,1539
1997,Eric Washington,1540
1997,Alvin Williams,1541
1997,Predrag Drobnjak,1542
1997,Alain Digbeau,1543
1997,Chris Crawford,1544
1997,DeJuan Wheat,1545
1997,C.J. Bruton,1546
1997,Paul Rogers,1547
1997,Mark Blount,1548
1997,Ben Pepper,1549
1997,Nate Erdmann,1550
1997,Roberto Duenas,1551
1996,Allen Iverson,947
1996,Marcus Camby,948
1996,Shareef Abdur-Rahim,949
1996,Stephon Marbury,950
1996,Ray Allen,951
1996,Antoine Walker,952
1996,Lorenzen Wright,953
1996,Kerry Kittles,954
1996,Samaki Walker,955
1996,Erick Dampier,956
1996,Todd Fuller,957
1996,Vitaly Potapenko,958
1996,Kobe Bryant,977
1996,Peja Stojakovic,978
1996,Steve Nash,959
1996,Tony Delk,960
1996,Jermaine O'Neal,979
1996,John Wallace,961
1996,Walter McCarty,962
1996,Zydrunas Ilgauskas,980
1996,Dontae' Jones,963
1996,Roy Rogers,964
1996,Efthimios Rentzias,981
1996,Derek Fisher,965
1996,Martin Muursepp,982
1996,Jerome Williams,966
1996,Brian Evans,967
1996,Priest Lauderdale,968
1996,Travis Knight,969
1996,Othella Harrington,970
1996,Mark Hendrickson,971
1996,Ryan Minor,972
1996,Moochie Norris,983
1996,Shawn Harvey,973
1996,Joseph Blair,974
1996,Doron Sheffer,975
1996,Jeff McInnis,976
1996,Steve Hamer,984
1996,Russ Millard,985
1996,Marcus Mann,986
1996,Jason Sasser,987
1996,Randy Livingston,988
1996,Ben Davis,989
1996,Malik Rose,990
1996,Joe Vogel,991
1996,Marcus Brown,992
1996,Ron Riley,993
1996,Jamie Feick,994
1996,Amal McCaskill,1043
1996,Terrell Bell,996
1996,Chris Robinson,997
1996,Mark Pope,998
1996,Jeff Nordgaard,999
1996,Shandon Anderson,1000
1996,Ronnie Henderson,1001
1996,Reggie Geary,1002
1996,Drew Barry,1003
1996,Darnell Robinson,1004
